product_id,sales,product_category_name_english
aca2eb7d00ea1a7b8ebd4e68314663af,520,furniture_decor
422879e10f46682990de24d770e7f83d,484,garden_tools
99a4788cb24856965c36a24e339b6058,477,bed_bath_table
389d119b48cf3043d311335e499d9c6b,390,garden_tools
368c6c730842d78016ad823897a372db,388,garden_tools
